Filtre,Date,Description,Sous-description,Type d’opération,Montant,Solde
"","2025-04-09","achat pdv","Gpos Sq *325 F | Cui     Montr ","Débit","-28.76","14191.13"
"","2025-04-08","assurance","Intact Compagnie D Assurance ","Débit","-81.67","14219.89"
"","2025-04-08","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-74.52","14301.56"
"","2025-04-07","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-23.03","14376.08"
"","2025-04-07","achat pdv","Gpos Sq *La Perle D?     Montr ","Débit","-29.08","14399.11"
"","2025-04-07","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-23.03","14428.19"
"","2025-04-07","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-12.50","14451.22"
"","2025-04-05","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-21.83","14463.72"
"","2025-04-05","pmt facture","Pc-Bell Facture Unique-14 Digits 74057808","Débit","-71.29","14485.55"
"","2025-04-04","pmt facture","Pc-Canadian Tire Mastcard 72504020","Débit","-59.69","14556.84"
"","2025-04-04","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-23.03","14616.53"
"","2025-04-04","achat pdv","Gpos Kim Phat #3733      Montr ","Débit","-19.08","14639.56"
"","2025-04-04","achat pdv","Fpos Dollarama #1496     Montr ","Débit","-8.63","14658.64"
"","2025-04-04","tps","Canada ","Crédit","129.75","14667.27"
"","2025-04-04","cred. impot solidarite","Gouv. Quebec ","Crédit","101.75","14537.52"
"","2025-04-03","cheque  175"," ","Débit","-403.77","14435.77"
"","2025-04-03","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-47.73","14839.54"
"","2025-04-03","achat pdv","Fpos Totem Pole High Timekahna ","Débit","-60.00","14887.27"
"","2025-04-02","achat pdv","Gpos Sq *325 F | Cui     Montr ","Débit","-34.37","14947.27"
"","2025-04-02","achat pdv","Gpos March Pelletier     Montr ","Débit","-2.52","14981.64"
"","2025-04-02","pmt facture","Pc-Hydro Quebec 64829573","Débit","-113.96","14984.16"
"","2025-04-01","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-22.98","15098.12"
"","2025-04-01","achat pdv","Gpos Addison Electro     Montr ","Débit","-29.09","15121.10"
"","2025-03-31","assurance","Compagnie D Assurance ","Débit","-93.33","15150.19"
"","2025-03-31","pmt facture","Fido Mobile ","Débit","-80.96","15243.52"
"","2025-03-31","achat pdv","Fpos Adonis 21943 Anjou  Anjou ","Débit","-39.52","15324.48"
"","2025-03-31","achat pdv","Fpos Pizza Scaglione     Anjou ","Débit","-17.22","15364.00"
"","2025-03-31","achat pdv","Fpos Uniprix Sante Sonia Montr ","Débit","-14.94","15381.22"
"","2025-03-29","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-33.52","15396.16"
"","2025-03-29","pmt facture","Pc-Visa Infinite Momentum Scotia 53736594","Débit","-312.71","15429.68"
"","2025-03-28","assurance","Desjardins Secur. Fin. ","Crédit","1748.20","15742.39"
"","2025-03-26","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-24.18","13994.19"
"","2025-03-24","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-56.69","14018.37"
"","2025-03-24","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-37.00","14075.06"
"","2025-03-24","achat pdv","Gpos Boucherie Beau      Montr ","Débit","-24.48","14112.06"
"","2025-03-24","achat pdv","Super C  Pie Ix   Onta   Montr ","Débit","-31.02","14136.54"
"","2025-03-22","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-41.65","14167.56"
"","2025-03-21","achat pdv","Super C  Pie Ix   Onta   Montr ","Débit","-38.58","14209.21"
"","2025-03-21","achat pdv","Gpos Boucherie Beau      Montr ","Débit","-14.49","14247.79"
"","2025-03-21","achat pdv","Gpos Sq *Mr Cellulai     Montr ","Débit","-137.97","14262.28"
"","2025-03-21","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-18.66","14400.25"
"","2025-03-21","achat pdv","Iga Barcelo Molson       Montr ","Débit","-25.38","14418.91"
"","2025-03-20","achat pdv","Gpos Res Gas Bar         Kahna ","Débit","-19.00","14444.29"
"","2025-03-20","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-60.00","14463.29"
"","2025-03-19","achat pdv","Gpos Sq *325 F | Cui     Montr ","Débit","-34.37","14523.29"
"","2025-03-19","achat pdv","Gpos Francois Trembl     Montr ","Débit","-51.22","14557.66"
"","2025-03-19","pmt facture","Pc-Visa Infinite Momentum Scotia 27926107","Débit","-312.71","14608.88"
"","2025-03-17","achat pdv","Gpos Metro Beaubien      Montr ","Débit","-39.21","14921.59"
"","2025-03-17","achat pdv","Gpos Villa Madina Ha     Anjou ","Débit","-12.49","14960.80"
"","2025-03-15","dt trnsfr cl","Achat Placement ","Débit","-1000.00","14973.29"
"","2025-03-14","assurance","Desjardins Secur. Fin. ","Crédit","1748.20","15973.29"
"","2025-03-12","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-37.00","14225.09"
"","2025-03-11","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-61.18","14262.09"
"","2025-03-10","assurance","Intact Compagnie D Assurance ","Débit","-81.77","14323.27"
"","2025-03-10","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-58.65","14405.04"
"","2025-03-08","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-35.80","14463.69"
"","2025-03-08","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-29.87","14499.49"
"","2025-03-07","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-63.20","14529.36"
"","2025-03-07","achat pdv","Gpos Kim Phat #3733      Montr ","Débit","-46.30","14592.56"
"","2025-03-06","achat pdv","Gpos Marche St Josep     Montr ","Débit","-40.33","14638.86"
"","2025-03-05","achat pdv","Gpos Provigo Rachel      Montr ","Débit","-45.44","14679.19"
"","2025-03-05","pmt facture","Pc-Bell Facture Unique-14 Digits 94143843","Débit","-71.29","14724.63"
"","2025-03-05","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-22.98","14795.92"
"","2025-03-05","cred. impot solidarite","Gouv. Quebec ","Crédit","101.75","14818.90"
"","2025-03-04","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-27.77","14717.15"
"","2025-03-03","cheque  174"," ","Débit","-403.77","14744.92"
"","2025-03-03","pmt facture","Fido Mobile ","Débit","-88.55","15148.69"
"","2025-03-03","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-24.18","15237.24"
"","2025-03-03","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-80.31","15261.42"
"","2025-03-03","achat pdv","Gpos Villa Madina Ha     Anjou ","Débit","-20.89","15341.73"
"","2025-03-03","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-11.46","15362.62"
"","2025-03-01","achat pdv","Gpos Super C  Pie Ix     Montr ","Débit","-48.13","15374.08"
"","2025-03-01","achat pdv","Gpos Iga Barcelo Mol     Montr ","Débit","-42.94","15422.21"
"","2025-02-28","assurance","Compagnie D Assurance ","Débit","-93.33","15465.15"
"","2025-02-28","assurance","Desjardins Secur. Fin. ","Crédit","1748.20","15558.48"
"","2025-02-28","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-22.98","13810.28"
"","2025-02-28","achat pdv","Gpos Marche St Josep     Montr ","Débit","-8.77","13833.26"
"","2025-02-28","achat pdv","Gpos Res Gas Bar         Kahna ","Débit","-18.00","13842.03"
"","2025-02-28","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-80.00","13860.03"
"","2025-02-27","achat pdv","Gpos Kim Phat #3733      Montr ","Débit","-37.02","13940.03"
"","2025-02-27","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-37.73","13977.05"
"","2025-02-26","achat pdv","Gpos Sq *325 F | Cui     Montr ","Débit","-27.76","14014.78"
"","2025-02-24","pmt facture","Pc-Canadian Tire Mastcard 67637935","Débit","-7.13","14042.54"
"","2025-02-24","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-66.64","14049.67"
"","2025-02-22","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-41.48","14116.31"
"","2025-02-21","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-41.48","14157.79"
"","2025-02-20","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-40.68","14199.27"
"","2025-02-20","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-20.44","14239.95"
"","2025-02-20","achat pdv","Gpos Maxi #8797          Montr ","Débit","-48.03","14260.39"
"","2025-02-19","achat pdv","Gpos Fruiterie 440 H     Anjou ","Débit","-4.48","14308.42"
"","2025-02-19","achat pdv","Gpos Odessa Anjou        Anjou ","Débit","-18.37","14312.90"
"","2025-02-19","achat pdv","Gpos Maxi #8797          Montr ","Débit","-14.67","14331.27"
"","2025-02-17","achat pdv","Gpos Marche St Josep     Montr ","Débit","-55.60","14345.94"
"","2025-02-15","achat pdv","Gpos Francois Trembl     Montr ","Débit","-32.06","14401.54"
"","2025-02-15","achat pdv","Gpos Marche St Josep     Montr ","Débit","-58.09","14433.60"
"","2025-02-15","dt trnsfr cl","Achat Placement ","Débit","-1000.00","14491.69"
"","2025-02-14","assurance","Desjardins Secur. Fin. ","Crédit","1748.20","15491.69"
"","2025-02-14","achat pdv","Gpos Marche St Josep     Montr ","Débit","-36.08","13743.49"
"","2025-02-14","achat pdv","Gpos Kim Phat #3733      Montr ","Débit","-60.39","13779.57"
"","2025-02-14","achat pdv","Gpos Res Gas Bar         Kahna ","Débit","-17.01","13839.96"
"","2025-02-14","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-80.00","13856.97"
"","2025-02-12","achat pdv","Gpos Marche St Josep     Montr ","Débit","-36.08","13936.97"
"","2025-02-12","achat pdv","Gpos Sq *325 F | Cui     Montr ","Débit","-32.25","13973.05"
"","2025-02-11","achat pdv","Gpos Marche St Josep     Montr ","Débit","-36.08","14005.30"
"","2025-02-10","assurance","Compagnie D Assurance ","Débit","-84.63","14041.38"
"","2025-02-10","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-58.37","14126.01"
"","2025-02-10","achat pdv","Gpos Pizza Scaglione     Anjou ","Débit","-9.33","14184.38"
"","2025-02-10","achat pdv","Gpos Uniprix Sante S     Montr ","Débit","-18.60","14193.71"
"","2025-02-08","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-21.98","14212.31"
"","2025-02-08","achat pdv","Gpos Marche St Josep     Montr ","Débit","-45.07","14234.29"
"","2025-02-07","achat pdv","Gpos Marche St Josep     Montr ","Débit","-61.39","14279.36"
"","2025-02-07","pmt facture","Pc-Saaq Permis De Conduire 25190740","Débit","-26.25","14340.75"
"","2025-02-06","pmt facture","Pc-Bell Facture Unique-14 Digits 23494758","Débit","-67.84","14367.00"
"","2025-02-06","achat pdv","Gpos Tabagie Masson      Montr ","Débit","-17.24","14434.84"
"","2025-02-06","achat pdv","Gpos Marche St Josep     Montr ","Débit","-4.51","14452.08"
"","2025-02-06","achat pdv","Gpos Marche St Josep     Montr ","Débit","-44.66","14456.59"
"","2025-02-06","achat pdv","Gpos Iga Barcelo Mol     Montr ","Débit","-43.77","14501.25"
"","2025-02-05","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-21.18","14545.02"
"","2025-02-05","pmt facture","Pc-Ville De Montreal - Taxes 20236677","Débit","-2188.27","14566.20"
"","2025-02-05","achat pdv","Gpos Odessa Anjou        Anjou ","Débit","-17.13","16754.47"
"","2025-02-05","achat pdv","Gpos Uniprix Sante S     Montr ","Débit","-11.49","16771.60"
"","2025-02-05","cred. impot solidarite","Gouv. Quebec ","Crédit","101.75","16783.09"
"","2025-02-04","pmt facture","Pc-Hydro Quebec 16697249","Débit","-138.24","16681.34"
"","2025-02-03","cheque  173"," ","Débit","-403.77","16819.58"
"","2025-02-03","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-38.19","17223.35"
"","2025-02-03","achat pdv","Gpos Marche St Josep     Montr ","Débit","-65.76","17261.54"
"","2025-02-01","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-21.18","17327.30"
"","2025-02-01","achat pdv","Gpos Marche St Josep     Montr ","Débit","-41.92","17348.48"
"","2025-02-01","achat pdv","Gpos Adonis 21942 Se     Montr ","Débit","-29.70","17390.40"
"","2025-02-01","achat pdv","Gpos Matadar Distrib     Kahna ","Débit","-22.00","17420.10"
"","2025-02-01","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-80.00","17442.10"
"","2025-01-31","assurance","Desjardins Secur. Fin. ","Crédit","1748.20","17522.10"
"","2025-01-30","pmt facture","Fido Mobile ","Débit","-80.96","15773.90"
"","2025-01-30","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-53.41","15854.86"
"","2025-01-30","achat pdv","Gpos Kim Phat #3733      Montr ","Débit","-42.81","15908.27"
"","2025-01-29","assurance","Compagnie D Assurance ","Débit","-93.33","15951.08"
"","2025-01-29","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-23.18","16044.41"
"","2025-01-29","achat pdv","Gpos Couchetard #354 ","Débit","-26.48","16067.59"
"","2025-01-29","achat pdv","Gpos Cafe Van Houtte     Montr ","Débit","-15.94","16094.07"
"","2025-01-27","achat pdv","Gpos Villa Madina Ha     Anjou ","Débit","-19.17","16110.01"
"","2025-01-27","pmt facture","Pc-Visa Infinite Momentum Scotia 92488152","Débit","-0.55","16129.18"
"","2025-01-27","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-23.18","16129.73"
"","2025-01-25","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-20.08","16152.91"
"","2025-01-25","achat pdv","Gpos Marche St Josep     Montr ","Débit","-17.59","16172.99"
"","2025-01-24","achat pdv","Gpos Marche St Josep     Montr ","Débit","-36.08","16190.58"
"","2025-01-24","achat pdv","Gpos Pharmaprix #195     Saint ","Débit","-19.04","16226.66"
"","2025-01-24","achat pdv","Gpos Bureau En Gros      Saint ","Débit","-15.00","16245.70"
"","2025-01-24","achat pdv","Gpos Marche St Josep     Montr ","Débit","-23.97","16260.70"
"","2025-01-24","achat pdv","Gpos Kim Phat #3733      Montr ","Débit","-28.50","16284.67"
"","2025-01-22","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-63.47","16313.17"
"","2025-01-22","achat pdv","Gpos Cafe Plantation     Anjou ","Débit","-5.50","16376.64"
"","2025-01-21","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-21.98","16382.14"
"","2025-01-20","achat pdv","Gpos Marche St Josep     Montr ","Débit","-0.58","16404.12"
"","2025-01-20","achat pdv","Gpos Marche St Josep     Montr ","Débit","-36.17","16404.70"
"","2025-01-18","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-21.98","16440.87"
"","2025-01-17","assurance","Desjardins Secur. Fin. ","Crédit","1748.20","16462.85"
"","2025-01-17","achat pdv","Gpos Marche St Josep     Montr ","Débit","-42.45","14714.65"
"","2025-01-17","achat pdv","Gpos Francois Trembl     Montr ","Débit","-48.15","14757.10"
"","2025-01-17","achat pdv","Gpos Res Gas Bar         Kahna ","Débit","-33.00","14805.25"
"","2025-01-17","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-82.00","14838.25"
"","2025-01-16","achat pdv","Gpos Kim Phat #3733      Montr ","Débit","-44.08","14920.25"
"","2025-01-16","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-55.55","14964.33"
"","2025-01-15","dt trnsfr cl","Achat Placement ","Débit","-1000.00","15019.88"
"","2025-01-14","achat pdv","Gpos Iga Barcelo Mol     Montr ","Débit","-9.01","16019.88"
"","2025-01-14","achat pdv","Gpos Marche St Josep     Montr ","Débit","-38.39","16028.89"
"","2025-01-14","achat pdv","Gpos Marche St Josep     Montr ","Débit","-4.99","16067.28"
"","2025-01-13","achat pdv","Gpos Walmart Store #     Montr ","Débit","-68.20","16072.27"
"","2025-01-11","pmt facture","Pc-Visa Infinite Momentum Scotia 55570715","Débit","-205.16","16140.47"
"","2025-01-11","achat pdv","Gpos Marche St Josep     Montr ","Débit","-9.13","16345.63"
"","2025-01-11","achat pdv","Gpos Marche St Josep     Montr ","Débit","-19.43","16354.76"
"","2025-01-09","achat pdv","Gpos Marche St Josep     Montr ","Débit","-12.63","16374.19"
"","2025-01-09","achat pdv","Gpos Marche St Josep     Montr ","Débit","-10.07","16386.82"
"","2025-01-09","achat pdv","Gpos Kim Phat #3733      Montr ","Débit","-58.04","16396.89"
"","2025-01-08","assurance","Compagnie D Assurance ","Débit","-84.63","16454.93"
"","2025-01-08","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-39.01","16539.56"
"","2025-01-08","achat pdv","Gpos Boucherie Willi     Anjou ","Débit","-6.00","16578.57"
"","2025-01-08","achat pdv","Gpos Odessa Anjou        Anjou ","Débit","-14.29","16584.57"
"","2025-01-08","achat pdv","Gpos Francois Trembl     Montr ","Débit","-36.19","16598.86"
"","2025-01-06","cheque  172"," ","Débit","-403.77","16635.05"
"","2025-01-06","pmt facture","Pc-Bell Facture Unique-14 Digits 40347946","Débit","-67.84","17038.82"
"","2025-01-06","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-31.75","17106.66"
"","2025-01-04","pmt facture","Pc-Visa Infinite Momentum Scotia 36152948","Débit","-68.81","17138.41"
"","2025-01-03","assurance","Desjardins Secur. Fin. ","Crédit","1724.20","17207.22"
"","2025-01-03","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-80.00","15483.02"
"","2025-01-03","tps","Canada ","Crédit","129.75","15563.02"
"","2025-01-03","cred. impot solidarite","Gouv. Quebec ","Crédit","101.75","15433.27"
"","2025-01-02","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-31.40","15331.52"
"","2025-01-02","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-31.40","15362.92"
"","2024-12-30","pmt facture","Fido Mobile ","Débit","-80.96","15394.32"
"","2024-12-30","assurance","Compagnie D Assurance ","Débit","-93.33","15475.28"
"","2024-12-30","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-51.09","15568.61"
"","2024-12-30","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-66.79","15619.70"
"","2024-12-28","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-35.39","15686.49"
"","2024-12-27","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-35.39","15721.88"
"","2024-12-27","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-35.39","15757.27"
"","2024-12-27","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-35.39","15792.66"
"","2024-12-27","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-55.00","15828.05"
"","2024-12-24","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-35.39","15883.05"
"","2024-12-23","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-38.38","15918.44"
"","2024-12-23","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-35.39","15956.82"
"","2024-12-21","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-38.88","15992.21"
"","2024-12-20","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-40.20","16031.09"
"","2024-12-19","assurance","Desjardins Secur. Fin. ","Crédit","1713.92","16071.29"
"","2024-12-19","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-35.39","14357.37"
"","2024-12-19","achat pdv","Gpos Marche St Josep     Montr ","Débit","-92.90","14392.76"
"","2024-12-18","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-79.53","14485.66"
"","2024-12-18","achat pdv","Gpos Odessa Anjou        Anjou ","Débit","-14.27","14565.19"
"","2024-12-18","achat pdv","Gpos Fromagerie Des      Anjou ","Débit","-8.19","14579.46"
"","2024-12-18","achat pdv","Gpos Uniprix Sante S     Montr ","Débit","-14.94","14587.65"
"","2024-12-17","achat pdv","Gpos Marche St Josep     Montr ","Débit","-40.96","14602.59"
"","2024-12-16","achat pdv","Gpos Centre Des Vian     Montr ","Débit","-17.99","14643.55"
"","2024-12-16","achat pdv","Gpos Marche St Josep     Montr ","Débit","-42.88","14661.54"
"","2024-12-16","achat pdv","Gpos Super C  Pie Ix     Montr ","Débit","-74.58","14704.42"
"","2024-12-16","dt trnsfr cl","Achat Placement ","Débit","-1000.00","14779.00"
"","2024-12-13","achat pdv","Gpos Marche St Josep     Montr ","Débit","-5.06","15779.00"
"","2024-12-13","achat pdv","Gpos Maxi #8797          Montr ","Débit","-5.00","15784.06"
"","2024-12-13","achat pdv","Gpos Francois Trembl     Montr ","Débit","-36.65","15789.06"
"","2024-12-13","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-80.00","15825.71"
"","2024-12-13","achat pdv","Gpos Res Gas Bar         Kahna ","Débit","-26.00","15905.71"
"","2024-12-12","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-15.70","15931.71"
"","2024-12-12","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-29.66","15947.41"
"","2024-12-12","achat pdv","Gpos Provigo Rachel      Montr ","Débit","-34.07","15977.07"
"","2024-12-12","achat pdv","Gpos Kim Phat #3733      Montr ","Débit","-55.11","16011.14"
"","2024-12-11","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-15.70","16066.25"
"","2024-12-11","achat pdv","Gpos Les Bordelais       Montr ","Débit","-43.50","16081.95"
"","2024-12-10","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-20.15","16125.45"
"","2024-12-09","assurance","Compagnie D Assurance ","Débit","-84.63","16145.60"
"","2024-12-09","pmt facture","Pc-Bell Facture Unique-14 Digits 67819919","Débit","-67.84","16230.23"
"","2024-12-07","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-37.00","16298.07"
"","2024-12-06","assurance","Desjardins Secur. Fin. ","Crédit","1713.92","16335.07"
"","2024-12-06","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-37.00","14621.15"
"","2024-12-05","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-37.00","14658.15"
"","2024-12-05","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-37.00","14695.15"
"","2024-12-05","cred. impot solidarite","Gouv. Quebec ","Crédit","101.75","14732.15"
"","2024-12-04","cheque  171"," ","Débit","-403.77","14630.40"
"","2024-12-04","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-37.00","15034.17"
"","2024-12-03","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-37.00","15071.17"
"","2024-12-02","pmt facture","Fido Mobile ","Débit","-80.96","15108.17"
"","2024-12-02","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-45.50","15189.13"
"","2024-12-02","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-37.00","15234.63"
"","2024-11-30","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-52.54","15271.63"
"","2024-11-30","achat pdv","Gpos Marche St Josep     Montr ","Débit","-36.71","15324.17"
"","2024-11-29","assurance","Compagnie D Assurance ","Débit","-93.33","15360.88"
"","2024-11-29","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-19.82","15454.21"
"","2024-11-29","achat pdv","Gpos Marche St Josep     Montr ","Débit","-81.90","15474.03"
"","2024-11-29","achat pdv","Gpos Iga Barcelo Mol     Montr ","Débit","-16.59","15555.93"
"","2024-11-29","pmt facture","Pc-Hydro Quebec 38936929","Débit","-100.26","15572.52"
"","2024-11-28","achat pdv","Gpos Pho Jean Talon      Montr ","Débit","-24.43","15672.78"
"","2024-11-28","achat pdv","Gpos Marche Oriental     Montr ","Débit","-54.70","15697.21"
"","2024-11-27","achat pdv","Gpos Sq *325 F | Cui     Montr ","Débit","-33.05","15751.91"
"","2024-11-27","achat pdv","Gpos Super C  Pie Ix     Montr ","Débit","-32.63","15784.96"
"","2024-11-25","pmt facture","Pc-Visa Infinite Momentum Scotia 28671748","Débit","-8.20","15817.59"
"","2024-11-25","achat pdv","Gpos Villa Madina Ha     Anjou ","Débit","-8.71","15825.79"
"","2024-11-25","achat pdv","Gpos Saq23185 Atelie     Montr ","Débit","-13.55","15834.50"
"","2024-11-25","achat pdv","Gpos Poissonnerie La     Montr ","Débit","-51.41","15848.05"
"","2024-11-23","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-39.52","15899.46"
"","2024-11-23","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-35.91","15938.98"
"","2024-11-22","assurance","Desjardins Secur. Fin. ","Crédit","1713.92","15974.89"
"","2024-11-22","achat pdv","Gpos Marche St Josep     Montr ","Débit","-25.61","14260.97"
"","2024-11-22","achat pdv","Gpos Marche St Josep     Montr ","Débit","-46.20","14286.58"
"","2024-11-22","achat pdv","Gpos Adonis 21941 Br     Bross ","Débit","-44.73","14332.78"
"","2024-11-22","achat pdv","Gpos Res Gas Bar         Kahna ","Débit","-24.00","14377.51"
"","2024-11-22","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-80.00","14401.51"
"","2024-11-22","pmt facture","Pc-Visa Infinite Momentum Scotia 21235451","Débit","-106.29","14481.51"
"","2024-11-21","achat pdv","Gpos Kim Phat #3733      Montr ","Débit","-44.55","14587.80"
"","2024-11-20","pmt facture","Pc-Visa Infinite Momentum Scotia 17296451","Débit","-24.43","14632.35"
"","2024-11-19","achat pdv","Gpos Maxi #8797          Montr ","Débit","-35.61","14656.78"
"","2024-11-19","achat pdv","Gpos Francois Trembl     Montr ","Débit","-21.40","14692.39"
"","2024-11-18","pmt facture","Pc-Visa Infinite Momentum Scotia 12322651","Débit","-15.40","14713.79"
"","2024-11-18","achat pdv","Gpos Fromagerie Cava     Montr ","Débit","-16.81","14729.19"
"","2024-11-18","pmt facture","Pc-Canadian Tire Mastcard 09979957","Débit","-16.09","14746.00"
"","2024-11-18","achat pdv","Gpos Rona Le Quincai     Montr ","Débit","-32.18","14762.09"
"","2024-11-15","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-52.58","14794.27"
"","2024-11-15","achat pdv","Gpos Kim Phat #3733      Montr ","Débit","-57.76","14846.85"
"","2024-11-15","dt trnsfr cl","Achat Placement ","Débit","-1000.00","14904.61"
"","2024-11-14","achat pdv","Gpos Super C  Pie Ix     Montr ","Débit","-20.91","15904.61"
"","2024-11-14","achat pdv","Gpos Marche St Josep     Montr ","Débit","-83.78","15925.52"
"","2024-11-14","pmt facture","Pc-Visa Infinite Momentum Scotia 00160013","Débit","-186.55","16009.30"
"","2024-11-13","achat pdv","Gpos Sq *325 F | Cui     Montr ","Débit","-27.09","16195.85"
"","2024-11-12","achat pdv","Gpos Francois Trembl     Montr ","Débit","-26.38","16222.94"
"","2024-11-12","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-68.31","16249.32"
"","2024-11-12","achat pdv","Gpos Rona Anjou 4111     Anjou ","Débit","-6.89","16317.63"
"","2024-11-12","achat pdv","Gpos Fromagerie Cava     Montr ","Débit","-17.79","16324.52"
"","2024-11-08","assurance","Compagnie D Assurance ","Débit","-84.63","16342.31"
"","2024-11-08","assurance","Desjardins Secur. Fin. ","Crédit","1713.92","16426.94"
"","2024-11-08","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-31.40","14713.02"
"","2024-11-07","depot","Virement Interac Grat. ","Crédit","280.00","14744.42"
"","2024-11-07","pmt facture","Pc-Bell Facture Unique-14 Digits 82504167","Débit","-67.84","14464.42"
"","2024-11-07","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-52.70","14532.26"
"","2024-11-07","pmt facture","Pc-Visa Infinite Momentum Scotia 81812892","Débit","-67.84","14584.96"
"","2024-11-06","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-37.00","14652.80"
"","2024-11-05","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-37.00","14689.80"
"","2024-11-05","cred. impot solidarite","Gouv. Quebec ","Crédit","101.75","14726.80"
